"1,000kg"	数値表現-寸法表現-重量
明慶徹	名前-人名
明智光秀	名前-人名
明智小五郎	名前-人名
明月記	名前-製品名-芸術名-文学名
明治15年	時間表現-時間-日付表現
明治19年	時間表現-時間-日付表現
明治22年	時間表現-時間-日付表現
明治33年	時間表現-時間-日付表現
明治35年	時間表現-時間-日付表現
明治36年	時間表現-時間-日付表現
明治38年	時間表現-時間-日付表現
明治6年	時間表現-時間-日付表現
明治大学	名前-施設名-GOE-学校名
明治大学生田校舎	名前-施設名-GOE-学校名
明治天皇	名前-人名
明治安田生命	名前-組織名-企業名
明治政府	名前-組織名-政府組織名
明治期	時間表現-時間-時代表現
明治産業	名前-組織名-企業名
明治節	時間表現-時間-日付表現
明治製菓	名前-組織名-企業名
明洞	名前-地名-地名_その他
明石 (小惑星)	名前-地名-天体名-惑星名
明石の御方	名前-人名
明石家さんま	名前-人名
明石家さんまのスポーツするぞ!大放送	名前-製品名-芸術名-番組名
明石家サンタの史上最大のクリスマスプレゼントショー	名前-製品名-芸術名-番組名
明石家マンション物語	名前-製品名-芸術名-番組名
明石市	名前-地名-GPE-市区町村名
明石市交通部	名前-組織名-組織名_その他
明石市立天文科学館	名前-施設名-GOE-美術博物館名
明石書店	名前-組織名-企業名
明石架橋	名前-施設名-路線名-橋名
明石海峡大橋	名前-施設名-路線名-橋名
明石焼き	名前-製品名-食べ物名
明石駅	名前-施設名-GOE-駅名-電車駅名
明神礁	名前-地名-地形名-地形名_その他
星セント・ルイス	名前-組織名-組織名_その他
星亨	名前-人名
星亮一	名前-人名
星出彰彦	名前-人名
星新一	名前-人名
星村麻衣	名前-人名
星野ちあき	名前-人名
星野仙一	名前-人名
星野有香	名前-人名
星野直樹	名前-人名
星野真里	名前-人名
星野薫	名前-人名
星野順治	名前-人名
星雲賞	名前-製品名-賞名
映画プロデューサー	名前-職業名
映画俳優	名前-職業名
映画監督	名前-職業名
映画翻訳家協会	名前-組織名-協会名
春の波濤	名前-製品名-芸術名-番組名
春の波濤 (NHK大河ドラマ)	名前-製品名-芸術名-番組名
春の高校バレー	名前-イベント名-催し物名-大会名
春屋妙葩	名前-人名
春日一幸	名前-人名
春日井駅	名前-施設名-GOE-駅名-電車駅名
春日井駅 (JR東海)	名前-施設名-GOE-駅名-電車駅名
春日八郎	名前-人名
春日町	名前-地名-GPE-市区町村名
春日町 (愛知県)	名前-地名-GPE-市区町村名
春日部共栄高校	名前-施設名-GOE-学校名
春田純一	名前-人名
春秋園事件	名前-イベント名-事故事件名
春秋社	名前-組織名-企業名
春闘	名前-イベント名-催し物名-催し物名_その他
春風亭小朝	名前-人名
春風亭昇太	名前-人名
春風亭昇太のオールナイトニッポン	名前-製品名-芸術名-番組名
春風亭柳昇	名前-人名
春麗	名前-人名
昭和15年	時間表現-時間-日付表現
昭和19年	時間表現-時間-日付表現
昭和24年	時間表現-時間-日付表現
昭和25年	時間表現-時間-日付表現
昭和30年	時間表現-時間-日付表現
昭和31年	時間表現-時間-日付表現
昭和34年	時間表現-時間-日付表現
昭和35年	時間表現-時間-日付表現
昭和36年	時間表現-時間-日付表現
昭和37年	時間表現-時間-日付表現
昭和39年	時間表現-時間-日付表現
昭和40年	時間表現-時間-日付表現
昭和45年	時間表現-時間-日付表現
昭和46年	時間表現-時間-日付表現
昭和48年	時間表現-時間-日付表現
昭和51年	時間表現-時間-日付表現
昭和54年	時間表現-時間-日付表現
昭和58年	時間表現-時間-日付表現
昭和59年	時間表現-時間-日付表現
昭和61年	時間表現-時間-日付表現
昭和6年	時間表現-時間-日付表現
昭和7年	時間表現-時間-日付表現
昭和9年	時間表現-時間-日付表現
昭和の大合併	名前-イベント名-イベント名_その他
昭和の日	時間表現-時間-日付表現
昭和天皇	名前-人名
昼あがり!どまんなか	名前-製品名-芸術名-番組名
昼ドラマ	名前-製品名-芸術名-番組名
時代劇専門チャンネル	名前-製品名-製品名_その他
時津海正博	名前-人名
時津町	名前-地名-GPE-市区町村名
時空戦士スピルバン	名前-製品名-芸術名-番組名
時空警察ヴェッカー	名前-製品名-製品名_その他
時習館高校	名前-施設名-GOE-学校名
晧	名前-人名
普代IC	名前-地名-地名_その他
普代バイパス	名前-施設名-路線名-道路名
普通乗車券	名前-製品名-製品名_その他
普通列車	名前-製品名-乗り物名-列車名
普通自転車	名前-製品名-乗り物名-乗り物名_その他
普通車	名前-製品名-乗り物名-列車名
普通車 (鉄道車両)	名前-製品名-乗り物名-列車名
普通銀行	名前-組織名-企業名
景清	名前-製品名-芸術名-公演名
景観法	名前-製品名-方式制度名
智田裕一	名前-人名
智頭急行	名前-組織名-企業名
智頭線	名前-施設名-路線名-電車路線名
暗号理論	名前-製品名-学問名
暦応	時間表現-時間-時代表現
曜	名前-組織名-組織名_その他
曲山えり	名前-人名
更年期	名前-病気名
書家	名前-職業名
書画	名前-製品名-芸術名-芸術名_その他
曹丕	名前-人名
曹叡	名前-人名
曹操	名前-人名
曹騰	名前-人名
曽我篤士	名前-人名
曽田正人	名前-人名
曾禰益	名前-人名
替佐駅	名前-施設名-GOE-駅名-電車駅名
最優秀救援投手	名前-製品名-賞名
最優秀新人賞	名前-製品名-賞名
最多勝	名前-製品名-賞名
最多奪三振	名前-製品名-賞名
最後の審判	名前-製品名-芸術名-絵画名
最後の挨拶	名前-製品名-芸術名-文学名
最澄	名前-人名
最高勝率	名前-製品名-賞名
最高神祇官	名前-職業名
會川昇	名前-人名
月	名前-地名-天体名-惑星名
月亭八光	名前-人名
月刊コミック電撃大王	名前-製品名-出版物名-雑誌名
月刊少年エース	名前-製品名-出版物名-雑誌名
月刊少年ガンガン	名前-製品名-出版物名-雑誌名
月寒	名前-地名-地名_その他
月山富田城	名前-施設名-記念碑名
月島	名前-地名-地名_その他
月形町	名前-地名-GPE-市区町村名
月曜日	時間表現-時間-曜日表現
月田駅	名前-施設名-GOE-駅名-電車駅名
有信	名前-人名
有坂誠人	名前-人名
有斐閣	名前-組織名-企業名
有料道路	名前-施設名-路線名-道路名
有田修三	名前-人名
有田市	名前-地名-GPE-市区町村名
有田焼	名前-製品名-製品名_その他
有田町	名前-地名-GPE-市区町村名
有田雅明	名前-人名
有銘兼久	名前-人名
有限会社	名前-組織名-企業名
有限会社法	名前-製品名-規則名
有頂天	名前-組織名-組織名_その他
有馬昌彦	名前-人名
朋優学院高等学校	名前-施設名-GOE-学校名
服部半蔵	名前-人名
服部川駅	名前-施設名-GOE-駅名-電車駅名
服部正成	名前-人名
服部駅	名前-施設名-GOE-駅名-電車駅名
服部駅 (岡山県)	名前-施設名-GOE-駅名-電車駅名
望月さや	名前-人名
望月光	名前-人名
朝倉健太	名前-人名
朝倉書店	名前-組織名-企業名
朝加真由美	名前-人名
朝日インターチェンジ	名前-地名-地名_その他
朝日インターチェンジ (富山県)	名前-地名-地名_その他
朝日オープン将棋選手権	名前-イベント名-催し物名-大会名
朝日ソノラマ	名前-組織名-企業名
朝日出版社	名前-組織名-企業名
朝日放送	名前-組織名-企業名
朝日梨帆	名前-人名
朝来市	名前-地名-GPE-市区町村名
朝比奈ゆい	名前-人名
朝比奈隆	名前-人名
朝霧駅	名前-施設名-GOE-駅名-電車駅名
朝鮮中央放送	名前-組織名-協会名
朝鮮出兵	名前-イベント名-イベント名_その他
朝鮮民主主義人民共和国	名前-地名-GPE-国名
木	名前-自然物名-生物名-植物部位名
木の実ナナ	名前-人名
木下ともたけ	名前-人名
木下みつひろ	名前-人名
木佐貫洋	名前-人名
木内信胤	名前-人名
木原太郎	名前-人名
木原浩勝	名前-人名
木寺淳浩	名前-人名
木川絵理子	名前-人名
木幡美子	名前-人名
木幡駅	名前-施設名-GOE-駅名-電車駅名
木幡駅 (兵庫県)	名前-施設名-GOE-駅名-電車駅名
木戸幸一	名前-人名
木曜劇場	名前-製品名-芸術名-番組名
木曜日	時間表現-時間-曜日表現
木更津東金道路	名前-施設名-路線名-道路名
木更津駅	名前-施設名-GOE-駅名-電車駅名
木曽川堤駅	名前-施設名-GOE-駅名-電車駅名
木村一喜	名前-人名
木村佳乃	名前-人名
木村兵太郎	名前-人名
木村勝教	名前-人名
木村多江	名前-人名
木村太郎	名前-人名
木村太郎 (ジャーナリスト)	名前-人名
木村拓哉	名前-人名
木村昴	名前-人名
木村汎	名前-人名
木梨サイクル	名前-製品名-芸術名-番組名
木梨憲武	名前-人名
木瀬部屋	名前-組織名-競技グループ名
木田優夫	名前-人名
木田郡	名前-地名-GPE-群名
木見駅	名前-施設名-GOE-駅名-電車駅名
木野山駅	名前-施設名-GOE-駅名-電車駅名
末吉氏	名前-組織名-組織名_その他
末吉秀太	名前-人名
末次信正	名前-人名
末永遥	名前-人名
末續慎吾	名前-人名
本仮屋ユイカ	名前-人名
本千葉駅	名前-施設名-GOE-駅名-電車駅名
本厚木	名前-施設名-GOE-駅名-電車駅名
本厚木駅	名前-施設名-GOE-駅名-電車駅名
本吉郡	名前-地名-GPE-群名
本命は俺じゃない	名前-製品名-芸術名-文学名
本四備讃線	名前-施設名-路線名-電車路線名
本堂伊親	名前-人名
本堂栄親	名前-人名
本堂氏	名前-組織名-組織名_その他
本堂玄親	名前-人名
本堂苗親	名前-人名
本堂茂親	名前-人名
本堂親久	名前-人名
本堂親庸	名前-人名
本堂親房	名前-人名
本堂親道	名前-人名
本堂豊親	名前-人名
本宮ひろ志	名前-人名
本山一城	名前-人名
本山哲	名前-人名
本巣IC	名前-地名-地名_その他
本巣インターチェンジ	名前-地名-地名_その他
本庄早稲田駅	名前-施設名-GOE-駅名-電車駅名
本庄繁	名前-人名
本店	名前-施設名-GOE-GOE_その他
本心鏡智流	名前-組織名-組織名_その他
本正弘	名前-人名
本田宗一郎	名前-人名
本田朋子	名前-人名
本間勇輔	名前-人名
本間流	名前-組織名-組織名_その他
本間長世	名前-人名
札幌タイムス	名前-製品名-出版物名-新聞名
札幌ターミナル	名前-施設名-GOE-駅名-停車所名
札幌テレビ放送	名前-組織名-企業名
札幌ドーム	名前-施設名-スポーツ施設名
札幌医療福祉専門学校	名前-施設名-GOE-学校名
札幌市	名前-地名-GPE-市区町村名
札幌市交通局	名前-組織名-組織名_その他
札幌市営地下鉄東西線	名前-施設名-路線名-電車路線名
札幌市営地下鉄東豊線	名前-施設名-路線名-電車路線名
札幌市場駅	名前-施設名-GOE-駅名-電車駅名
札幌競馬場	名前-施設名-スポーツ施設名
札幌駅	名前-施設名-GOE-駅名-電車駅名
朱全忠	名前-人名
朱鞠内	名前-施設名-GOE-駅名-停車所名
朴槿恵	名前-人名
朴正煕	名前-人名
朴泰俊	名前-人名
杉並区	名前-地名-GPE-市区町村名
杉原千畝	名前-人名
杉原駅	名前-施設名-GOE-駅名-電車駅名
杉山佳寿子	名前-人名
杉山元	名前-人名
杉山寧	名前-人名
杉山彩子	名前-人名
杉山清貴	名前-人名
杉山裕子	名前-人名
杉山龍丸	名前-人名
杉崎ゆきる	名前-人名
杉本京太	名前-人名
杉本大一郎	名前-人名
杉本彩	名前-人名
杉本清	名前-人名
杉本甫	名前-人名
杉本苑子	名前-人名
杉村太蔵	名前-人名
杉村楚人冠	名前-人名
杉根英朋	名前-人名
杉浦正尹	名前-人名
杉浦茂	名前-人名
杉田かおる	名前-人名
杉田敦	名前-人名
杉田玄白	名前-人名
李友情	名前-人名
李在田	名前-人名
李恢成	名前-人名
李氏朝鮮	名前-組織名-政府組織名
李登輝	名前-人名
李英和	名前-人名
李香蘭	名前-人名
李鵬	名前-人名
村の写真集	名前-製品名-芸術名-映画名
村上としや	名前-人名
村上佑二	名前-人名
村上国清	名前-人名
村上氏	名前-組織名-組織名_その他
村上水軍	名前-人名
村上泰亮	名前-人名
村上綾歌	名前-人名
村上義清	名前-人名
村上華岳	名前-人名
村上陽一郎	名前-人名
村上頼清	名前-人名
村上麗奈	名前-人名
村山定男	名前-人名
村山蒼也	名前-人名
村山達雄	名前-人名
村松岐夫	名前-人名
村田あゆみ	名前-人名
村田晃嗣	名前-人名
村田町	名前-地名-GPE-市区町村名
村田英雄	名前-人名
村田辰美	名前-人名
来宮駅	名前-施設名-GOE-駅名-電車駅名
来生えつこ	名前-人名
来生たかお	名前-人名
東かがわ市	名前-地名-GPE-市区町村名
東インド	名前-地名-GPE-GPE_その他
東ゴート	名前-地名-GPE-国名
東ゴート王国	名前-地名-GPE-国名
東シナ海ガス田問題	名前-イベント名-イベント名_その他
東チャールキヤ朝	名前-組織名-政府組織名
東トルキスタン共和国	名前-組織名-政府組織名
東トルキスタン共和国亡命政府	名前-組織名-政府組織名
東上本線	名前-施設名-路線名-電車路線名
東与賀町	名前-地名-GPE-市区町村名
東久邇宮内閣	名前-組織名-政府組織名
東久邇宮稔彦王	名前-人名
東京カルテット	名前-組織名-組織名_その他
東京スター銀行	名前-組織名-企業名
東京メッツ	名前-組織名-競技グループ名
東京メトロ有楽町線	名前-施設名-路線名-電車路線名
東京モノレール羽田線	名前-施設名-路線名-電車路線名
東京中日スポーツ	名前-製品名-出版物名-新聞名
東京優駿	名前-イベント名-催し物名-大会名
東京優駿（日本ダービー）	名前-イベント名-催し物名-大会名
東京出版	名前-組織名-企業名
東京医療センター	名前-施設名-GOE-GOE_その他
東京地下鉄	名前-組織名-企業名
東京地下鉄南北線	名前-施設名-路線名-電車路線名
東京地下鉄東西線	名前-施設名-路線名-電車路線名
東京大学	名前-施設名-GOE-学校名
東京大学出版会	名前-組織名-協会名
東京大空襲	名前-イベント名-イベント名_その他
東京大賞典	名前-イベント名-催し物名-大会名
東京女子医大	名前-施設名-GOE-学校名
東京専門学校	名前-施設名-GOE-学校名
東京工業大学	名前-施設名-GOE-学校名
東京工業大学附属科学技術高等学校	名前-施設名-GOE-学校名
東京市	名前-地名-GPE-市区町村名
東京帝国大学	名前-施設名-GOE-学校名
東京府	名前-地名-GPE-都道府県州名
東京日和	名前-製品名-芸術名-文学名
東京海上日動ファシリティーズ	名前-組織名-企業名
東京港	名前-施設名-GOE-駅名-港名
東京理科大学	名前-施設名-GOE-学校名
東京理科大学九段校舎	名前-施設名-GOE-学校名
東京第一運輸所	名前-組織名-組織名_その他
東京第二運輸所	名前-組織名-組織名_その他
東京臨海高速鉄道	名前-組織名-企業名
東京衛戍総督	名前-称号名-地位名
東京都交通局	名前-組織名-企業名
東京都立九段高等学校	名前-施設名-GOE-学校名
東京都立八潮高等学校	名前-施設名-GOE-学校名
東京都立大崎高等学校	名前-施設名-GOE-学校名
東京都立小山台高等学校	名前-施設名-GOE-学校名
東京都立工業高等専門学校	名前-施設名-GOE-学校名
東京都立砧公園	名前-施設名-公園名
東京都立蔵前工業高等学校	名前-施設名-GOE-学校名
東京都立高島高等学校	名前-施設名-GOE-学校名
東京都観光汽船	名前-組織名-企業名
東京都道14号新宿国立線	名前-施設名-路線名-道路名
東京都道229号府中調布線	名前-施設名-路線名-道路名
東京都道245号	名前-施設名-路線名-道路名
東京都道248号府中小平線	名前-施設名-路線名-道路名
東京都道250号あきる野羽村線	名前-施設名-路線名-道路名
東京都道25号	名前-施設名-路線名-道路名
東京都道29号立川青梅線	名前-施設名-路線名-道路名
東京都道2号東京丸子横浜線	名前-施設名-路線名-道路名
東京都道302号新宿両国線	名前-施設名-路線名-道路名
東京都道311号	名前-施設名-路線名-道路名
東京都道312号白金台町等々力線	名前-施設名-路線名-道路名
東京都道317号環状六号線	名前-施設名-路線名-道路名
東京都道318号	名前-施設名-路線名-道路名
東京都道318号環状七号線	名前-施設名-路線名-道路名
東京都道401号麹町竹平線	名前-施設名-路線名-道路名
東京都道405号外濠環状線	名前-施設名-路線名-道路名
東京都道418号北品川四谷線	名前-施設名-路線名-道路名
東京都道420号鮫洲大山線	名前-施設名-路線名-道路名
東京都道421号東品川下丸子線	名前-施設名-路線名-道路名
東京都道427号	名前-施設名-路線名-道路名
東京都道439号椎名町上石神井線	名前-施設名-路線名-道路名
東京都道440号	名前-施設名-路線名-道路名
東京都道442号	名前-施設名-路線名-道路名
東京都道444号	名前-施設名-路線名-道路名
東京都道480号品川埠頭線	名前-施設名-路線名-道路名
東京都道4号	名前-施設名-路線名-道路名
東京都道8号	名前-施設名-路線名-道路名
東京都道8号千代田練馬田無線	名前-施設名-路線名-道路名
東京都道・神奈川県道3号世田谷町田線	名前-施設名-路線名-道路名
東京駅	名前-施設名-GOE-駅名-電車駅名
東刈谷駅	名前-施設名-GOE-駅名-電車駅名
東北中央自動車道	名前-施設名-路線名-道路名
東北大学	名前-施設名-GOE-学校名
東北学院榴ヶ岡高等学校	名前-施設名-GOE-学校名
東北帝大	名前-施設名-GOE-学校名
東北急行バス	名前-組織名-企業名
東北急行バス東京営業所	名前-施設名-施設名_その他
東北楽天ゴールデンイーグルス	名前-組織名-競技グループ名
東千葉駅	名前-施設名-GOE-駅名-電車駅名
東名急行バス	名前-組織名-企業名
東和IC	名前-地名-地名_その他
東和インターチェンジ	名前-地名-地名_その他
東和政	名前-人名
東和町	名前-地名-GPE-市区町村名
東和町 (岩手県)	名前-地名-GPE-市区町村名
東城町	名前-地名-GPE-市区町村名
東堂いづみ	名前-人名
東大手駅	名前-施設名-GOE-駅名-電車駅名
東大門市場	名前-施設名-GOE-GOE_その他
東室蘭駅	名前-施設名-GOE-駅名-電車駅名
東宮原駅	名前-施設名-GOE-駅名-電車駅名
東宮御所	名前-施設名-GOE-GOE_その他
東富士欽壹	名前-人名
東山	名前-地名-国内地域名
東山区	名前-地名-GPE-市区町村名
東山本線	名前-施設名-路線名-電車路線名
東岡山駅	名前-施設名-GOE-駅名-電車駅名
東岡崎駅	名前-施設名-GOE-駅名-電車駅名
東広島市	名前-地名-GPE-市区町村名
東彼杵町	名前-地名-GPE-市区町村名
東彼杵郡	名前-地名-GPE-群名
東御市	名前-地名-GPE-市区町村名
東急大井町線	名前-施設名-路線名-電車路線名
東急池上線	名前-施設名-路線名-電車路線名
東急玉川線	名前-施設名-路線名-電車路線名
東急目黒線	名前-施設名-路線名-電車路線名
東急電鉄	名前-組織名-企業名
東成区	名前-地名-GPE-市区町村名
東新橋	名前-地名-地名_その他
東方正教会	名前-製品名-宗教名
東日本急行	名前-組織名-企業名
東日本高速道路	名前-組織名-企業名
東日本高速道路株式会社	名前-組織名-企業名
東映アクションクラブ	名前-組織名-企業名
東映不思議コメディーシリーズ	名前-製品名-芸術名-番組名
東春信用金庫	名前-組織名-企業名
東晋	名前-組織名-政府組織名
東村山音頭	名前-製品名-芸術名-音楽名
東条英機	名前-人名
東松山市	名前-地名-GPE-市区町村名
東松山駅	名前-施設名-GOE-駅名-電車駅名
東松浦半島	名前-地名-地形名-陸上地形名
東松浦郡	名前-地名-GPE-群名
東林間	名前-施設名-GOE-駅名-電車駅名
東林間駅	名前-施設名-GOE-駅名-電車駅名
東條英機	名前-人名
東武バスイースト	名前-組織名-企業名
東武バスウエスト	名前-組織名-企業名
東武バスセントラル	名前-組織名-企業名
東武バス日光	名前-組織名-企業名
東武本線	名前-施設名-路線名-電車路線名
東武東上本線	名前-施設名-路線名-電車路線名
東武東上線	名前-施設名-路線名-電車路線名
東武浅草雷門駅	名前-施設名-GOE-駅名-電車駅名
東武熊谷線	名前-施設名-路線名-電車路線名
東武百貨店	名前-施設名-GOE-GOE_その他
東武越生線	名前-施設名-路線名-電車路線名
東水戸道路	名前-施設名-路線名-道路名
東洋人	名前-組織名-民族名
東洋町	名前-地名-GPE-市区町村名
東洋艦隊	名前-組織名-軍隊名
東津山駅	名前-施設名-GOE-駅名-電車駅名
東洲斎写楽	名前-人名
東浩紀	名前-人名
東海	名前-地名-国内地域名
東海テレビ	名前-組織名-企業名
東海ラジオ	名前-組織名-企業名
東海ラジオ放送	名前-組織名-企業名
東海大学前	名前-施設名-GOE-駅名-電車駅名
東海大学前駅	名前-施設名-GOE-駅名-電車駅名
東海市	名前-地名-GPE-市区町村名
東海市 (韓国)	名前-地名-GPE-市区町村名
東海村	名前-地名-GPE-市区町村名
東海村JCO臨界事故	名前-イベント名-事故事件名
東海林さだお	名前-人名
東海林のり子	名前-人名
東海楽器	名前-組織名-企業名
東海環状自動車道	名前-施設名-路線名-道路名
東海発電所	名前-施設名-GOE-GOE_その他
東海第二発電所	名前-施設名-GOE-GOE_その他
東海自然歩道	名前-施設名-路線名-道路名
東海駅	名前-施設名-GOE-駅名-電車駅名
東淀川区	名前-地名-GPE-市区町村名
東温市	名前-地名-GPE-市区町村名
東濃鉄道	名前-組織名-企業名
東牟婁郡	名前-地名-GPE-群名
東田本線	名前-施設名-路線名-電車路線名
東祖谷山村	名前-地名-GPE-市区町村名
東神奈川駅	名前-施設名-GOE-駅名-電車駅名
東神楽町	名前-地名-GPE-市区町村名
東福門院	名前-人名
東笠松駅	名前-施設名-GOE-駅名-電車駅名
東経	数値表現-緯度経度
東総社駅	名前-施設名-GOE-駅名-電車駅名
東能代駅	名前-施設名-GOE-駅名-電車駅名
東脊振村	名前-地名-GPE-市区町村名
東臼杵郡	名前-地名-GPE-群名
東芝EMI	名前-組織名-企業名
東茨城郡	名前-地名-GPE-群名
東莱温泉	名前-地名-地形名-河川湖沼名
東邦出版社	名前-組織名-企業名
東郷茂徳	名前-人名
東野圭吾	名前-人名
東頸城郡	名前-地名-GPE-群名
東風平町	名前-地名-GPE-市区町村名
東飯能駅	名前-施設名-GOE-駅名-電車駅名
東駿河湾環状道路	名前-施設名-路線名-道路名
東高崎駅	名前-施設名-GOE-駅名-電車駅名
杵島郡	名前-地名-GPE-群名
杵築市	名前-地名-GPE-市区町村名
松	名前-自然物名-生物名-植物名
松	名前-製品名-製品名_その他
松	数値表現-順位表現
松下圭一	名前-人名
松下幸之助	名前-人名
松下幸志	名前-人名
松下電器	名前-組織名-企業名
松下電器産業	名前-組織名-企業名
松之山町	名前-地名-GPE-市区町村名
松井五郎	名前-人名
松井康真	名前-人名
松井洋介	名前-人名
松井石根	名前-人名
松井範雄	名前-人名
松代町	名前-地名-GPE-市区町村名
松任谷由実	名前-人名
松原のぶえ	名前-人名
松尾れい子	名前-人名
松尾伝蔵	名前-人名
松尾紀子	名前-人名
松尾芭蕉	名前-人名
松屋 (百貨店)	名前-組織名-企業名
松山博昭	名前-人名
松山城 (伊予国)	名前-施設名-記念碑名
松山市	名前-地名-GPE-市区町村名
松山市	名前-施設名-GOE-駅名-電車駅名
松山市駅	名前-施設名-GOE-駅名-電車駅名
松山町	名前-地名-GPE-市区町村名
松岡三郎	名前-人名
松岡孝治	名前-人名
松岡洋右	名前-人名
松岡藩 (常陸国)	名前-地名-GPE-GPE_その他
松島正幸	名前-人名
松嶋菜々子	名前-人名
松川尚瑠輝	名前-人名
松平乗全	名前-人名
松平保久	名前-人名
松平信明	名前-人名
松平信春	名前-人名
松平健	名前-人名
松平忠固	名前-人名
松平忠直	名前-人名
松平正之	名前-人名
松平氏	名前-人名
松平治好	名前-人名
松平治郷	名前-人名
松方弘樹	名前-人名
松木謙治郎	名前-人名
松本久志	名前-人名
松本人志の放送室	名前-製品名-芸術名-番組名
松本伊代	名前-人名
松本保典	名前-人名
松本健一	名前-人名
松本和己	名前-人名
松本善明	名前-人名
松本孝弘	名前-人名
松本市	名前-地名-GPE-市区町村名
松本梨菜	名前-人名
松本耕二	名前-人名
松本隆	名前-人名
松本電気鉄道	名前-組織名-企業名
松村謙三	名前-人名
松永久秀	名前-人名
松永幹夫	名前-人名
松江	名前-地名-GPE-市区町村名
松江自動車道	名前-施設名-路線名-道路名
松江藩	名前-地名-GPE-GPE_その他
松浦まさふみ	名前-人名
松浦久信	名前-人名
松浦佐知子	名前-人名
松浦到	名前-人名
松浦宝	名前-人名
松浦市	名前-地名-GPE-市区町村名
松浦昌	名前-人名
松浦晧	名前-人名
松浦有信	名前-人名
松浦棟	名前-人名
松浦氏	名前-組織名-組織名_その他
松浦清	名前-人名
松浦熈	名前-人名
松浦矩	名前-人名
松浦篤信	名前-人名
松浦聡彦	名前-人名
松浦脩	名前-人名
松浦良	名前-人名
松浦誠信	名前-人名
松浦邑	名前-人名
松浦鄰	名前-人名
松浦鉄道	名前-製品名-乗り物名-列車名
松浦鉄道西九州線	名前-施設名-路線名-電車路線名
松浦鎮信 (法印)	名前-人名
松浦隆信 (宗陽)	名前-人名
松浦隆信 (道可)	名前-人名
松田丈志	名前-人名
松田平田設計	名前-組織名-企業名
松田洋治	名前-人名
松田聖子	名前-人名
松竹ロビンス	名前-組織名-競技グループ名
松竹芸能	名前-組織名-企業名
松蔭女子中・高等学校	名前-施設名-GOE-学校名
松谷天光光	名前-人名
松重豊	名前-人名
松野太紀	名前-人名
松野頼三	名前-人名
松阪市	名前-地名-GPE-市区町村名
板付出入口	名前-地名-地名_その他
板垣征四郎	名前-人名
板橋区	名前-地名-GPE-市区町村名
板谷由夏	名前-人名
板野博行	名前-人名
林光	名前-人名
林原めぐみ	名前-人名
林宏司	名前-人名
林家正蔵 (9代目)	名前-人名
林忠四郎	名前-人名
林業	名前-職業名
林泰文	名前-人名
林田健司	名前-人名
林義郎	名前-人名
林譲治	名前-人名
林野駅	名前-施設名-GOE-駅名-電車駅名
林隆三	名前-人名
枚方市	名前-地名-GPE-市区町村名
果実	名前-自然物名-生物名-植物部位名
果汁	名前-製品名-食べ物名
枝豆	名前-製品名-食べ物名
柏倉つとむ	名前-人名
柏原収史	名前-人名
柏原城	名前-施設名-記念碑名
柏原寛司	名前-人名
柏原芳恵	名前-人名
柏木	名前-人名
染色体	名前-自然物名-生物名-生物名_その他
柘植駅	名前-施設名-GOE-駅名-電車駅名
柳宗理	名前-人名
柳家小さん	名前-人名
柳家花緑	名前-人名
柳川市	名前-地名-GPE-市区町村名
柳川熊吉	名前-人名
柳心介冑流	名前-組織名-組織名_その他
柳沢慎吾	名前-人名
柳河藩	名前-地名-GPE-GPE_その他
柳津町	名前-地名-GPE-市区町村名
柳生博	名前-人名
柳生橋駅	名前-施設名-GOE-駅名-電車駅名
柳田真孝	名前-人名
柳田豊	名前-人名
柴宜弘	名前-人名
柴山みのる	名前-人名
柴山文雄	名前-人名
柴田亜衣	名前-人名
柴田善臣	名前-人名
柴田喜右衛門	名前-人名
柴田恭兵	名前-人名
柴田政人	名前-人名
柴田理恵	名前-人名
柴田秀勝	名前-人名
柴田郡	名前-地名-GPE-群名
柿生	名前-施設名-GOE-駅名-電車駅名
柿生駅	名前-施設名-GOE-駅名-電車駅名
柿田睦夫	名前-人名
栃ノ海晃嘉	名前-人名
栃木IC	名前-施設名-施設名_その他
栃木インターチェンジ	名前-施設名-施設名_その他
栃木山守也	名前-人名
栃木放送	名前-組織名-企業名
栃木新聞	名前-製品名-出版物名-新聞名
栃木県道62号	名前-施設名-路線名-道路名
栃木県道77号宇都宮船生藤原線	名前-施設名-路線名-道路名
栃東大裕	名前-人名
栃錦清隆	名前-人名
栄	名前-施設名-GOE-駅名-電車駅名
栄養学	名前-製品名-学問名
栄駅 (愛知県)	名前-施設名-GOE-駅名-電車駅名
栗原仁	名前-人名
栗原安秀	名前-人名
栗原将人	名前-人名
栗原菊乃	名前-人名
栗山健太	名前-人名
栗山町	名前-地名-GPE-市区町村名
栗本薫	名前-人名
栗東	名前-施設名-スポーツ施設名
栗東トレーニングセンター	名前-施設名-スポーツ施設名
栗林みな実	名前-人名
栗沢町	名前-地名-GPE-市区町村名
栗田貫一	名前-人名
株式ニュース	名前-製品名-芸術名-番組名
株式会社	名前-組織名-企業名
株式会社 松屋	名前-組織名-企業名
株式会社の監査等に関する商法の特例に関する法律	名前-製品名-規則名
株式公開買い付け	名前-製品名-方式制度名
核	名前-製品名-武器名
核ミサイル	名前-製品名-武器名
核分裂炉	名前-製品名-製品名_その他
核弾頭	名前-製品名-武器名
核戦争防止国際医師会議	名前-組織名-国際組織名
核爆弾	名前-製品名-武器名
核膜	名前-自然物名-生物名-生物名_その他
